name,relation,content
基础知识答案,包含,由各种形态的物质构成，在不断运动和发展变化。
基础知识答案,包含,星云、恒星、行星、卫星、彗星、流星体、星际物质。
基础知识答案,包含,天体之间因相互吸引和相互绕转，形成天体系统。
基础知识答案,包含,地月系－太阳系－银河系（河外星系）－总星系。
基础知识答案,包含,1.496亿千米
基础知识答案,包含,水金地火（小）、木土天海。
基础知识答案,包含,类地行星（水金地火）巨行星（木土）远日行星（天海）
基础知识答案,包含,光照条件、稳定的宇宙环境、适宜的大气温度、液态水。
基础知识答案,包含,氢和氦
基础知识答案,包含,核聚变反应 
基础知识答案,包含,维持地表温度，水循环、大气运动等的动力，人类的主要能源。
基础知识答案,包含,黑子（标志）、耀斑（最激烈）。
基础知识答案,包含,青藏高原（最高）、四川盆地（最低）
基础知识答案,包含,光球(黑子)、色球(耀斑)、日冕(太阳风)。
基础知识答案,包含,11年。
基础知识答案,包含,①影响气候
基础知识答案,包含,②影响短波通讯
基础知识答案,包含,③产生磁暴现象
基础知识答案,包含,新月、蛾眉月、上弦月、满月、下弦月、残月
基础知识答案,包含,上上西西（上弦月），下下东东（下弦月）
基础知识答案,包含,朔望两弦四相。
基础知识答案,包含,1957年10月，原苏联第一颗人造地球卫星上天。
基础知识答案,包含,1981年第一架航天飞机试航成功。
基础知识答案,包含,空间资源（高真空、强辐射、失重）、太阳能资源、矿产资源。
基础知识答案,包含,清除太空垃圾、加强国际合作。
基础知识答案,包含,6371千米
基础知识答案,包含,4万千米
基础知识答案,包含,西经20°和东经160°的经线圈
基础知识答案,包含, 以赤道为界，以北的为北半球，以南的为南半球。
基础知识答案,包含,23°26′和66°34′纬线 
基础知识答案,包含,0°经线，通过英国伦敦格林尼治天文台原址。
基础知识答案,包含,有限方向，北极为最北，南极为最南。
基础知识答案,包含,无限方向，沿着自转方向为向东，逆着自转方向为向西。
基础知识答案,包含,沿着自转方向增大的是东经，减小的是西经。
基础知识答案,包含,度数向北增大为北纬，向南增大为南纬。
基础知识答案,包含,自西向东。从地球北极上空观察，呈逆时针旋转。
基础知识答案,包含,恒星日，23小时56分4秒（真正周期）；太阳日，24小时。
基础知识答案,包含, 角速度（每小时15°），线速度（自赤道向两极递减）
基础知识答案,包含, 椭圆轨道。一月初（近日点），七月初（远日点）。 
基础知识答案,包含, 自西向东。从地球北极上空观察，呈逆时针旋转。
基础知识答案,包含,恒星年（365日6时9分10秒）、回归年365日5小时48分46秒
基础知识答案,包含,在近日点时公转速度较快，在远日点时较慢。
基础知识答案,包含,黄道平面与赤道平面的夹角，目前为23°26′。
基础知识答案,包含,太阳直射点以一年为周期相应地在南北回归线间往返移动
基础知识答案,包含,沿自转方向，黑夜向白天过渡为晨线，白天向黑夜过渡为昏线。
基础知识答案,包含,每往东1°，时刻增大4分钟。
基础知识答案,包含,经度除以15，再四舍五入。
基础知识答案,包含,每往东1个时区，时刻增大1个小时。
基础知识答案,包含,以东八区（120°地方时）为标准时间。
基础知识答案,包含,以本初子午线时间为标准时。
基础知识答案,包含,180°经线（理论上），不通过陆地（实际）。
基础知识答案,包含,昼夜更替、不同地方时、水平运动物体的偏移（北右南左）
基础知识答案,包含,与该点的切线方向垂直，地方时为12点。
基础知识答案,包含,（3月21日）太阳直射点在赤道，晨昏线与经线重合。
基础知识答案,包含,（6月22日）太阳直射点在北回归线，晨昏线与经线交角最大。
基础知识答案,包含,（9月23日）太阳直射点在赤道，晨昏线与经线重合。
基础知识答案,包含,（12月22日）太阳直射点在南回归线，晨昏线与经线交角最大。
基础知识答案,包含,3月21日至9月23日
基础知识答案,包含,9月23日至3月21日
基础知识答案,包含,上北下南，左西右东。
基础知识答案,包含,逆时针自转，中心为北极；顺时针自转，中心为南极。
基础知识答案,包含,以昼弧长度为依据，每15度为1小时。
基础知识答案,包含,根据昼长以标准日出（6时）和标准日落（18时）前后推算。
基础知识答案,包含,夏半年，越北白昼越长，冬半年，越南白昼越长。
基础知识答案,包含,90°-（直射点与所求点的纬度间隔）
基础知识答案,包含,一年内白昼最长、太阳最高的季节是夏季。
基础知识答案,包含,以立春(2月4日)、立夏、立秋、立冬为起点来划分四季。
基础知识答案,包含,以春分、夏至、秋分、冬至为四季的起点。
基础知识答案,包含,春雨惊春清谷天夏满芒夏暑相连秋处露秋寒霜降冬雪雪冬小大寒
基础知识答案,包含,热带、北温带、南温带、北寒带、南寒带。
基础知识答案,包含,正午太阳高度的变化、昼夜长短的变化、四季更替
基础知识答案,包含,保护生物生存，影响地球自然环境，维持生命活动
基础知识答案,包含,干洁空气、水汽和固体杂质
基础知识答案,包含,氮和氧，二氧化碳和臭氧
基础知识答案,包含,生命活动；构成生物体；吸收紫外线；光合、保温作用；成云致雨
基础知识答案,包含,二氧化碳的“温室效应”，氟氯烃破坏臭氧层
基础知识答案,包含,对流层、平流层（臭氧层）、高层大气（电离层）
基础知识答案,包含,上冷下热，对流显著，天气现象复杂多变。与人类的关系最密切
基础知识答案,包含,臭氧吸收紫外线。平流，对高空飞行有利，
基础知识答案,包含,太阳高度角
基础知识答案,包含,吸收、反射、散射。
基础知识答案,包含,物质的温度越高，辐射中最强部分的波长越短；反之越长。
基础知识答案,包含,是对流层大气主要的直接热源。
基础知识答案,包含,夜间有云较温暖，夜间晴朗较寒冷。
基础知识答案,包含,对流层大气中的水汽和二氧化碳对地面长波辐射吸收能力很强。
基础知识答案,包含,地球多年平均收入的热量与支出的热量是相等的。
基础知识答案,包含,各纬度间的冷热不均。
基础知识答案,包含,由于地面冷热不均而形成的空气环流。
基础知识答案,包含,水平气压梯度力。水平气压梯度力的方向和大小高压垂直指向低压。单位距离间气压差越大风力越大。
基础知识答案,包含,北半球向右偏，南半球向左偏。
基础知识答案,包含,由于受摩擦力的影响，风向与等压线并不平行，而是有个交角。
基础知识答案,包含,①高压垂直指向低压②北半球右偏南半球左偏
基础知识答案,包含,城市风、海陆风、山谷风
基础知识答案,包含,低压中心，高压中心。等压线越密集，风力越大。
基础知识答案,包含,调整全球水热分布，是各地天气变化和气候形成的重要因素。
基础知识答案,包含,东北信风、副高、中纬西风、副极地低压、极地东风、极地高压
基础知识答案,包含,大致来说，夏季北移，冬季南移。
基础知识答案,包含,亚洲高压、阿留申低压（太平洋）和冰岛低压（大西洋）
基础知识答案,包含,亚洲低压夏威夷高压（太平洋）亚速尔高压（大西洋）
基础知识答案,包含,①海陆热力性质差异②气压带和风带位置的季节移动
基础知识答案,包含,东亚季风（西北、东南风）；南亚季风（东北、西南风）。
基础知识答案,包含,冷锋、暖锋和准静止锋。气温、气压、天气。
基础知识答案,包含,北方夏季的暴雨（冷锋）、我国冬季爆发的寒潮（冷锋）
基础知识答案,包含,气温、降水量。
基础知识答案,包含,太阳辐射、大气环流、下垫面、人类活动。
基础知识答案,包含,热带（四种）、亚热带（两种）、温带（三种）、寒带（一种）
基础知识答案,包含,①判断南北半球，②判断热量带，③判断雨型。
基础知识答案,包含,"夏季炎热干燥,冬季温和多雨。受副高和西风交替控制。30-40西岸"
基础知识答案,包含,夏季高温多雨，冬季低温干燥。季风。40-60°大陆东岸。
基础知识答案,包含,冬暖夏凉，降水均匀。终年盛行西风。40-60°大陆西岸。
基础知识答案,包含,冬季严寒、夏季炎热、全年少雨。终年受大陆气团控制。温带内陆
基础知识答案,包含,地质时期、历史时期、19世纪末以来。
基础知识答案,包含,可再生，普遍存在性，数值特征，有较大的变率
基础知识答案,包含,种植制度（作物的结构、熟制、配置与种植方式）。
基础知识答案,包含,小区街道与子午线成30°-60°夹角。
基础知识答案,包含,工业企业布局在盛行风的下风向，居住区布局在盛行风的上风向
基础知识答案,包含,公路、铁路、机场（暴雨、泥石流、风速、桥涵、云雾、地势等）
基础知识答案,包含,热带低气压、热带风暴、强热带风暴、台风。
基础知识答案,包含,①充足的水汽②强烈上升运动③持续的天气系统
基础知识答案,包含,提高预报的准确率，采取工程措施和非工程措施。
基础知识答案,包含,造成粮食减产，人畜饮水困难，影响经济发展和社会安定。
基础知识答案,包含,改善生态、选择耐旱作物、开展水利建设、改进耕作制度等。
基础知识答案,包含,带来严寒、大风、霜冻。对春秋季的农作物危害最大。
基础知识答案,包含,提前发布准确的寒潮消息或警报。
基础知识答案,包含,①燃烧矿物燃料②毁林
基础知识答案,包含,①海平面上升②各地区降水和干湿状况的变化。
基础知识答案,包含,氟氯烃化合物消耗臭氧。
基础知识答案,包含,①直接危害人体健康②对生态环境和农林牧渔造成破坏。
基础知识答案,包含,①研制新型制冷系统②参与国际合作
基础知识答案,包含,燃烧煤、石油、天然气，排放二氧化硫和氧化氮等酸性气体。
基础知识答案,包含,①四川盆地②珠江三角洲③长江三角洲
基础知识答案,包含,①河湖水酸化，影响鱼类②土壤酸化③腐蚀建筑物④危及人体健康
基础知识答案,包含,减少人为硫氧化物和氮氧化物的排放。煤炭中的硫资源综合利用。
基础知识答案,包含,二氧化碳的“温室效应”，氟氯烃破坏臭氧层，酸雨。
基础知识答案,包含,海洋水量占地球总水量的96.53%海洋占地球71%。
基础知识答案,包含,从滨海平原到大陆架之间的广阔区域。
基础知识答案,包含,①很少干预②开始干预③海岸开发④海岸管理
基础知识答案,包含,太阳辐射
基础知识答案,包含,海水蒸发所消耗的热量。
基础知识答案,包含,太阳辐射、沿岸地形、气象、洋流等。
基础知识答案,包含,从赤道向两极递减。
基础知识答案,包含,表层海水温度变化较大，深层海水温度变化不大。
基础知识答案,包含,氯化钠、氯化镁
基础知识答案,包含,1000克海水中所含溶解的盐类物质的总量。
基础知识答案,包含,从南北半球的副热带海区分别向南北两侧递减。
基础知识答案,包含,降水量、蒸发量、洋流、河流淡水汇入（径流量）。
基础知识答案,包含,红海（亚非交界）
基础知识答案,包含,波罗的海（北欧附近）
基础知识答案,包含,波浪（风浪）、潮汐（大潮和小潮）、洋流
基础知识答案,包含,海水常年比较稳定地沿着一定方向作大规模的流动。
基础知识答案,包含,风海流、补偿流（大多南北向）、密度流（直布罗陀海峡）。
基础知识答案,包含,盛行风吹拂海面，推动海水随风漂流。
基础知识答案,包含,反气旋型。北半球为顺时针流动，南半球为反时针流动。
基础知识答案,包含,北半球中高纬是气旋型大洋环流，呈反时针方向流动。
基础知识答案,包含,冬逆夏顺。冬季洋流向西流，夏季洋流向东流。
基础知识答案,包含,北赤道暖流、日本暖流、北太平洋暖流、加利福尼亚寒流。
基础知识答案,包含,南赤道暖流、东澳大利亚暖流、西风漂流、秘鲁寒流。
基础知识答案,包含,南赤道暖流、厄加勒斯暖流、西风漂流、西澳大利亚寒流。
基础知识答案,包含,北赤道暖流、墨西哥湾暖流、北太西洋暖流、加那利寒流。
基础知识答案,包含,南赤道暖流、巴西暖流、西风漂流、本哥拉寒流。
基础知识答案,包含,①判断南北半球越北越冷是北半球②高高低低规律判断寒暖流
基础知识答案,包含,①气候
基础知识答案,包含,化学资源、生物资源、矿产资源、海洋能源。
基础知识答案,包含,
基础知识答案,包含,大陆架、河流带来营养物质、寒暖流交汇处或上升补偿流。
基础知识答案,包含,中国、日本。
基础知识答案,包含,北太平洋、东南太平洋、西北大西洋、东北大西洋、东南大西洋
基础知识答案,包含,利用地震波寻找。海上钻井平台、装油站、海底管道。
基础知识答案,包含,复杂性和特殊性（海洋气象多变、深海环境差、海水腐蚀性等）
基础知识答案,包含,交通运输、生产、通信、电力输送、储藏、文化娱乐。
基础知识答案,包含,马六甲、霍尔木兹、直布罗陀、英吉利、麦哲伦、白令、曼德等。
基础知识答案,包含,苏伊士运河、巴拿马运河、鹿特丹
基础知识答案,包含,港口的服务区域。
基础知识答案,包含,荷兰、日本、澳门。
基础知识答案,包含,海洋污染、海洋生态破坏。
基础知识答案,包含,
基础知识答案,包含,危害海洋生物，甚至危及人类的健康。
基础知识答案,包含,海岸工程建设、围海造田、过度捕捞、自然环境变化。
基础知识答案,包含,分散、沉降、吸收、围栏、放任、燃烧。
基础知识答案,包含,1994年11月16日正式生效。领海宽度、国际海底资源。
基础知识答案,包含,12海里，200海里。
基础知识答案,包含,地壳和上地幔顶部（软流层以上），是由岩石组成的，合称岩石圈
基础知识答案,包含,氧、硅、铝、铁、钙、钠、钾、镁。
基础知识答案,包含,单质或天然化合物。
基础知识答案,包含,由一种矿物或几种矿物组成的集合体。
基础知识答案,包含,有用矿物在地壳中或地表富集起来，达到工农业利用的要求。
基础知识答案,包含,石英、云母、长石、方解石。
基础知识答案,包含,岩浆岩（喷出岩和侵入岩）、沉积岩、变质岩。
